video_ID,episode_path,fps,duration in frames,width,height,source,signer,text
10000157,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_00:08:53.000_00:19:55.000_signer10.avi,25,16550,348,390,3,10,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_00:08:53.000_00:19:55.000_signer10.json
10000158,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_00:19:57.000_00:34:21.000_signer11.avi,25,21601,348,390,3,11,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_00:19:57.000_00:34:21.000_signer11.json
10000159,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_00:34:23.000_00:50:41.000_signer10.avi,25,24451,348,390,3,10,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_00:34:23.000_00:50:41.000_signer10.json
10000160,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_00:50:43.000_01:10:10.000_signer11.avi,25,29175,348,390,3,11,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_00:50:43.000_01:10:10.000_signer11.json
10000161,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_01:10:11.500_01:29:40.500_signer10.avi,25,29225,348,390,3,10,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_01:10:11.500_01:29:40.500_signer10.json
10000162,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_01:29:43.000_01:58:11.800_signer11.avi,25,42721,348,390,3,11,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_01:29:43.000_01:58:11.800_signer11.json
10000163,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_01:58:13.500_02:20:12.000_signer10.avi,25,32964,348,390,3,10,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_01:58:13.500_02:20:12.000_signer10.json
10000164,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_02:20:13.500_02:40:13.000_signer11.avi,25,29988,348,390,3,11,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_02:20:13.500_02:40:13.000_signer11.json
10000165,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_02:40:15.000_03:01:22.000_signer10.avi,25,31676,348,390,3,10,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_02:40:15.000_03:01:22.000_signer10.json
10000166,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_03:01:25.000_03:22:08.000_signer11.avi,25,31076,348,390,3,11,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_03:01:25.000_03:22:08.000_signer11.json
10000167,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_03:22:10.000_03:42:12.000_signer10.avi,25,30051,348,390,3,10,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_03:22:10.000_03:42:12.000_signer10.json
10000168,./videos_1_avi/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_03:42:14.000_03:58:12.000_signer11.avi,25,23951,348,390,3,11,./whisperx/3_2017_11_Noviembre_14-11_cit_41_-_2017-11-14_SENADO_audio_03:42:14.000_03:58:12.000_signer11.json
10000169,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_00:32:37.500_00:49:20.000_signer07.avi,25,25064,340,390,3,7,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_00:32:37.500_00:49:20.000_signer07.json
10000170,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_00:49:22.000_01:16:09.000_signer08.avi,25,40176,340,390,3,8,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_00:49:22.000_01:16:09.000_signer08.json
10000171,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_01:16:11.000_01:48:18.000_signer07.avi,25,48176,340,390,3,7,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_01:16:11.000_01:48:18.000_signer07.json
10000172,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_01:48:20.000_02:11:03.000_signer08.avi,25,34076,340,390,3,8,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_01:48:20.000_02:11:03.000_signer08.json
10000173,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_02:11:05.000_02:38:36.500_signer07.avi,25,41288,340,390,3,7,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_02:11:05.000_02:38:36.500_signer07.json
10000174,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_02:38:40.000_03:12:48.000_signer08.avi,25,51200,340,390,3,8,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_02:38:40.000_03:12:48.000_signer08.json
10000175,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_03:12:50.000_03:42:11.500_signer07.avi,25,44038,340,390,3,7,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_03:12:50.000_03:42:11.500_signer07.json
10000176,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_03:42:13.500_04:12:49.400_signer08.avi,25,45899,340,390,3,8,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_03:42:13.500_04:12:49.400_signer08.json
10000177,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_04:12:52.000_04:36:18.200_signer07.avi,25,35156,340,390,3,7,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_04:12:52.000_04:36:18.200_signer07.json
10000178,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_04:36:22.000_04:59:23.000_signer08.avi,25,34525,340,390,3,8,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_04:36:22.000_04:59:23.000_signer08.json
10000179,./videos_1_avi/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_04:59:25.000_05:05:47.500_signer07.avi,25,9564,340,390,3,7,./whisperx/3_2017_11_Noviembre_15-11_cit_42_-_2017-11-15_SENADO_parte_2_audio_04:59:25.000_05:05:47.500_signer07.json
10000180,./videos_1_avi/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_00:04:30.500_00:26:31.000_signer07.avi,25,33014,346,388,3,7,./whisperx/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_00:04:30.500_00:26:31.000_signer07.json
10000181,./videos_1_avi/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_00:26:34.000_00:54:52.000_signer08.avi,25,42451,346,388,3,8,./whisperx/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_00:26:34.000_00:54:52.000_signer08.json
10000182,./videos_1_avi/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_00:54:55.000_01:15:47.500_signer07.avi,25,31314,346,388,3,7,./whisperx/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_00:54:55.000_01:15:47.500_signer07.json
10000183,./videos_1_avi/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_01:15:50.000_01:40:58.000_signer08.avi,25,37700,346,388,3,8,./whisperx/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_01:15:50.000_01:40:58.000_signer08.json
10000184,./videos_1_avi/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_01:41:00.500_02:07:26.000_signer07.avi,25,39638,346,388,3,7,./whisperx/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_01:41:00.500_02:07:26.000_signer07.json
10000185,./videos_1_avi/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_02:07:28.000_02:31:35.000_signer08.avi,25,36176,346,388,3,8,./whisperx/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_02:07:28.000_02:31:35.000_signer08.json
10000186,./videos_1_avi/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_02:31:38.000_02:52:56.000_signer07.avi,25,31950,346,388,3,7,./whisperx/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_02:31:38.000_02:52:56.000_signer07.json
10000187,./videos_1_avi/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_02:52:58.500_03:12:12.000_signer08.avi,25,28839,346,388,3,8,./whisperx/3_2017_11_Noviembre_22-11_cit_43_-_2017-11-22_SENADO_audio_02:52:58.500_03:12:12.000_signer08.json
10000188,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_00:09:38.000_00:27:57.000_signer07.avi,25,27475,346,388,3,7,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_00:09:38.000_00:27:57.000_signer07.json
10000189,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_00:27:59.500_00:52:42.000_signer11.avi,25,37063,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_00:27:59.500_00:52:42.000_signer11.json
10000190,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_00:52:44.000_01:16:02.000_signer07.avi,25,34950,346,388,3,7,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_00:52:44.000_01:16:02.000_signer07.json
10000191,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_01:16:04.500_01:35:55.000_signer11.avi,25,29764,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_01:16:04.500_01:35:55.000_signer11.json
10000192,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_01:35:57.000_01:54:21.500_signer07.avi,25,27613,346,388,3,7,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_01:35:57.000_01:54:21.500_signer07.json
10000193,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_01:54:24.000_02:02:11.700_signer11.avi,25,11694,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_01:54:24.000_02:02:11.700_signer11.json
10000194,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_02:24:13.800_02:24:35.500_signer11.avi,25,543,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_02:24:13.800_02:24:35.500_signer11.json
10000195,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_02:46:23.700_03:00:11.500_signer11.avi,25,20695,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_02:46:23.700_03:00:11.500_signer11.json
10000196,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_03:00:14.700_03:19:19.250_signer07.avi,25,28614,346,388,3,7,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_03:00:14.700_03:19:19.250_signer07.json
10000197,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_03:19:22.000_03:36:51.800_signer11.avi,25,26245,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_03:19:22.000_03:36:51.800_signer11.json
10000198,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_03:36:55.000_03:54:58.000_signer07.avi,25,27075,346,388,3,7,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_03:36:55.000_03:54:58.000_signer07.json
10000199,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_03:55:01.000_04:09:53.000_signer11.avi,25,22300,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_03:55:01.000_04:09:53.000_signer11.json
10000200,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_04:09:55.500_04:24:33.000_signer12.avi,25,21938,346,388,3,12,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_04:09:55.500_04:24:33.000_signer12.json
10000201,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_04:24:35.000_04:41:02.000_signer11.avi,25,24675,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_04:24:35.000_04:41:02.000_signer11.json
10000202,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_04:41:06.000_04:48:28.000_signer12.avi,25,11050,346,388,3,12,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_04:41:06.000_04:48:28.000_signer12.json
10000203,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_05:15:51.000_05:31:11.000_signer11.avi,25,23001,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_05:15:51.000_05:31:11.000_signer11.json
10000204,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_05:31:15.000_05:49:29.000_signer12.avi,25,27351,346,388,3,12,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_05:31:15.000_05:49:29.000_signer12.json
10000205,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_05:49:31.500_06:05:34.500_signer11.avi,25,24075,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_05:49:31.500_06:05:34.500_signer11.json
10000206,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_06:05:38.500_06:26:18.500_signer12.avi,25,31000,346,388,3,12,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_06:05:38.500_06:26:18.500_signer12.json
10000207,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_06:26:26.200_06:41:35.400_signer11.avi,25,22730,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_06:26:26.200_06:41:35.400_signer11.json
10000208,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_06:41:39.100_06:51:37.000_signer12.avi,25,14949,346,388,3,12,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_06:41:39.100_06:51:37.000_signer12.json
10000209,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_07:25:35.500_07:41:14.000_signer11.avi,25,23464,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_07:25:35.500_07:41:14.000_signer11.json
10000210,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_07:41:19.000_08:02:37.000_signer12.avi,25,31950,346,388,3,12,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_07:41:19.000_08:02:37.000_signer12.json
10000211,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_08:02:39.000_08:16:37.000_signer11.avi,25,20950,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_08:02:39.000_08:16:37.000_signer11.json
10000212,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_08:16:41.300_08:40:20.000_signer12.avi,25,35469,346,388,3,12,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_08:16:41.300_08:40:20.000_signer12.json
10000213,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_08:40:22.500_08:56:48.000_signer11.avi,25,24639,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_08:40:22.500_08:56:48.000_signer11.json
10000214,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_08:56:52.000_09:19:26.200_signer12.avi,25,33855,346,388,3,12,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_08:56:52.000_09:19:26.200_signer12.json
10000215,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_09:19:28.500_09:35:56.000_signer11.avi,25,24689,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_09:19:28.500_09:35:56.000_signer11.json
10000216,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_09:36:00.000_09:59:49.500_signer12.avi,25,35739,346,388,3,12,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_09:36:00.000_09:59:49.500_signer12.json
10000217,./videos_1_avi/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_09:59:53.000_10:09:08.300_signer11.avi,25,13883,346,388,3,11,./whisperx/3_2017_11_Noviembre_28-11_cit_44_-_2017-11-28_SENADO_audio_09:59:53.000_10:09:08.300_signer11.json
10000218,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_00:11:19.800_00:32:36.500_signer08.avi,25,31919,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_00:11:19.800_00:32:36.500_signer08.json
10000219,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_00:32:39.500_01:02:52.500_signer07.avi,25,45326,346,388,3,7,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_00:32:39.500_01:02:52.500_signer07.json
10000220,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_01:02:55.500_01:33:25.500_signer08.avi,25,45750,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_01:02:55.500_01:33:25.500_signer08.json
10000221,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_01:33:28.500_01:58:33.500_signer07.avi,25,37626,346,388,3,7,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_01:33:28.500_01:58:33.500_signer07.json
10000222,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_01:58:37.000_02:18:29.300_signer08.avi,25,29809,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_1_audio_01:58:37.000_02:18:29.300_signer08.json
10000223,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_00:00:00.000_00:06:51.700_signer08.avi,25,10294,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_00:00:00.000_00:06:51.700_signer08.json
10000224,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_00:06:54.500_00:31:35.600_signer07.avi,25,37028,346,388,3,7,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_00:06:54.500_00:31:35.600_signer07.json
10000225,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_00:31:38.600_00:59:39.100_signer08.avi,25,42014,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_00:31:38.600_00:59:39.100_signer08.json
10000226,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_00:59:42.000_01:24:54.500_signer07.avi,25,37814,346,388,3,7,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_00:59:42.000_01:24:54.500_signer07.json
10000227,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_01:24:57.000_01:47:50.300_signer08.avi,25,34334,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_2_audio_01:24:57.000_01:47:50.300_signer08.json
10000228,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_00:07:53.500_00:36:24.300_signer12.avi,25,42771,346,388,3,12,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_00:07:53.500_00:36:24.300_signer12.json
10000229,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_00:36:27.000_00:52:23.800_signer08.avi,25,23920,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_00:36:27.000_00:52:23.800_signer08.json
10000230,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_00:52:28.600_01:23:04.300_signer12.avi,25,45894,346,388,3,12,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_00:52:28.600_01:23:04.300_signer12.json
10000231,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_01:23:07.000_01:37:51.150_signer08.avi,25,22104,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_01:23:07.000_01:37:51.150_signer08.json
10000232,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_01:37:54.500_01:52:37.400_signer12.avi,25,22074,346,388,3,12,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_01:37:54.500_01:52:37.400_signer12.json
10000233,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_01:52:39.700_02:02:41.000_signer08.avi,25,15034,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_3_audio_01:52:39.700_02:02:41.000_signer08.json
10000234,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_4_audio_00:00:00.000_00:06:58.600_signer08.avi,25,10466,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_4_audio_00:00:00.000_00:06:58.600_signer08.json
10000235,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_4_audio_00:07:02.900_00:25:19.250_signer12.avi,25,27410,346,388,3,12,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_4_audio_00:07:02.900_00:25:19.250_signer12.json
10000236,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_4_audio_00:25:22.000_00:35:38.700_signer08.avi,25,15418,346,388,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_4_audio_00:25:22.000_00:35:38.700_signer08.json
10000237,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_4_audio_00:35:42.500_00:36:10.500_signer12.avi,25,701,346,388,3,12,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_2017-11-29_SENADO_parte_4_audio_00:35:42.500_00:36:10.500_signer12.json
10000238,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_Corte_parte_1-2_audio_00:00:00.000_00:06:26.500_signer08.avi,25,9664,348,391,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_Corte_parte_1-2_audio_00:00:00.000_00:06:26.500_signer08.json
10000239,./videos_1_avi/3_2017_11_Noviembre_29-11_cit_45_-_Corte_parte_3-4_audio_00:00:00.000_00:00:27.900_signer08.avi,25,699,348,391,3,8,./whisperx/3_2017_11_Noviembre_29-11_cit_45_-_Corte_parte_3-4_audio_00:00:00.000_00:00:27.900_signer08.json
10000240,./videos_1_avi/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_00:00:00.000_00:23:40.400_signer10.avi,25,35511,230,260,3,10,./whisperx/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_00:00:00.000_00:23:40.400_signer10.json
10000241,./videos_1_avi/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_00:23:43.800_00:49:52.825_signer08.avi,25,39227,230,260,3,8,./whisperx/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_00:23:43.800_00:49:52.825_signer08.json
10000242,./videos_1_avi/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_00:49:55.000_01:17:39.500_signer10.avi,25,41614,230,260,3,10,./whisperx/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_00:49:55.000_01:17:39.500_signer10.json
10000243,./videos_1_avi/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_01:17:41.000_01:48:22.000_signer08.avi,25,46026,230,260,3,8,./whisperx/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_01:17:41.000_01:48:22.000_signer08.json
10000244,./videos_1_avi/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_01:48:25.000_02:13:09.000_signer10.avi,25,37101,230,260,3,10,./whisperx/3_2017_11_Noviembre_7-11_cit_39_-_2017-11-07_completo_audio_01:48:25.000_02:13:09.000_signer10.json
